Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,timestamp,source_ip
43728,6,2/16/2018 1:48,4358795,5,3,935,398,935,0,187,418.1447118,398,0,132.6666667,229.7854071,305.8184659,1.835369638,622685,1575917.126,4193861,5,4358795,1089698.75,2070878.428,4193868,26,163880,81940,115522.8633,163627,253,0,0,0,0,168,104,1.147106024,0.688263614,0,935,148.1111111,323.1092866,104399.6111,0,0,0,0,1,0,0,0,0,166.625,187,132.6666667,0,0,0,0,0,0,5,935,3,398,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,40,2,0,0,0,0,0,0,0,0,0,0,0,0,50000,40,0,40,40,40,40,0,40,40,0,0,0,0,0,0,0,0,0,64,0,50000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,56403,3,0,0,0,0,0,0,0,0,0,0,0,0,53.18866018,28201.5,22048.29654,43792,12611,56403,28201.5,22048.29654,43792,12611,0,0,0,0,0,0,0,0,0,96,0,53.18866018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,443,2,0,0,0,0,0,0,0,0,0,0,0,0,4514.672686,443,0,443,443,443,443,0,443,443,0,0,0,0,0,0,0,0,0,64,0,4514.672686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
39900,6,2/16/2018 1:46,3800048,5,3,935,411,935,0,187,418.1447118,411,0,137,237.2909606,354.2060521,2.1052365650000002,542864,1376283.9,3663123,9,3800048,950012,1809039.712,3663132,30,73933,36966.5,51840.11945,73623,310,0,0,0,0,168,104,1.315772853,0.7894637120000001,0,935,149.5555556,324.392552,105230.5278,0,0,0,0,1,0,0,0,0,168.25,187,137,0,0,0,0,0,0,5,935,3,411,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
43134,6,2/16/2018 1:46,4221295,5,3,935,338,935,0,187,418.1447118,338,0,112.6666667,195.144391,301.5662255,1.8951530280000002,603042.1429,1567436.004,4157503,6,4221295,1055323.75,2068178.309,4157509,25,33221,16610.5,20914.09727,31399,1822,0,0,0,0,168,104,1.184470642,0.710682385,0,935,141.4444444,317.8856363,101051.2778,0,0,0,0,1,0,0,0,0,159.125,187,112.6666667,0,0,0,0,0,0,5,935,3,338,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,10013,2,0,0,0,0,0,0,0,0,0,0,0,0,199.7403376,10013,0,10013,10013,10013,10013,0,10013,10013,0,0,0,0,0,0,0,0,0,64,0,199.7403376,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,11297,2,0,0,0,0,0,0,0,0,0,0,0,0,177.0381517,11297,0,11297,11297,11297,11297,0,11297,11297,0,0,0,0,0,0,0,0,0,64,0,177.0381517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:22,30,1,1,0,0,0,0,0,0,0,0,0,0,0,66666.66667,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,33333.33333,33333.33333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,110539,3,0,0,0,0,0,0,0,0,0,0,0,0,27.13974253,55269.5,18775.80636,68546,41993,110539,55269.5,18775.80636,68546,41993,0,0,0,0,0,0,0,0,0,96,0,27.13974253,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,845,2,0,0,0,0,0,0,0,0,0,0,0,0,2366.863905,845,0,845,845,845,845,0,845,845,0,0,0,0,0,0,0,0,0,64,0,2366.863905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
35346,6,2/16/2018 1:45,4797136,5,3,935,286,935,0,187,418.1447118,286,0,95.33333333,165.122177,254.5268677,1.667661705,685305.1429,1777277.183,4715578,4,4797136,1199284,2344291.059,4715586,25,49589,24794.5,29364.0233,45558,4031,0,0,0,0,168,104,1.042288566,0.625373139,0,935,135.6666667,314.3191054,98796.5,0,0,0,0,1,0,0,0,0,152.625,187,95.33333333,0,0,0,0,0,0,5,935,3,286,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
54672,6,2/16/2018 1:47,4279467,5,3,935,358,935,0,187,418.1447118,358,0,119.3333333,206.6913964,302.1404301,1.869391679,611352.4286,1578969.864,4191809,8,4279467,1069866.75,2081407.659,4191817,49,49555,24777.5,34634.79725,49268,287,0,0,0,0,168,104,1.168369799,0.70102188,0,935,143.6666667,319.4972613,102078.5,0,0,0,0,1,0,0,0,0,161.625,187,119.3333333,0,0,0,0,0,0,5,935,3,358,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,8810,2,0,0,0,0,0,0,0,0,0,0,0,0,227.014756,8810,0,8810,8810,8810,8810,0,8810,8810,0,0,0,0,0,0,0,0,0,64,0,227.014756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,31523,2,0,0,0,0,0,0,0,0,0,0,0,0,63.44573803,31523,0,31523,31523,31523,31523,0,31523,31523,0,0,0,0,0,0,0,0,0,64,0,63.44573803,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,49170,3,0,0,0,0,0,0,0,0,0,0,0,0,61.01281269,24585,27285.83647,43879,5291,49170,24585,27285.83647,43879,5291,0,0,0,0,0,0,0,0,0,96,0,61.01281269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:43,20,1,1,0,0,0,0,0,0,0,0,0,0,0,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,50000,50000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
41278,6,2/16/2018 1:48,3965339,5,3,935,317,935,0,187,418.1447118,317,0,105.6666667,183.0200353,315.7359308,2.017481986,566477,1477845.604,3917805,11,3965339,991334.75,1951037.961,3917818,24,13754,6877,3165.009953,9115,4639,0,0,0,0,168,104,1.260926241,0.756555745,0,935,139.1111111,316.335836,100068.3611,0,0,0,0,1,0,0,0,0,156.5,187,105.6666667,0,0,0,0,0,0,5,935,3,317,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,7946,2,0,0,0,0,0,0,0,0,0,0,0,0,251.698968,7946,0,7946,7946,7946,7946,0,7946,7946,0,0,0,0,0,0,0,0,0,64,0,251.698968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:28,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,5626,2,0,0,0,0,0,0,0,0,0,0,0,0,355.4923569,5626,0,5626,5626,5626,5626,0,5626,5626,0,0,0,0,0,0,0,0,0,64,0,355.4923569,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:37,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
45290,6,2/16/2018 1:46,4011494,5,3,935,357,935,0,187,418.1447118,357,0,119,206.1140461,322.0745189,1.994269467,573070.5714,1495452.775,3964268,3,4011494,1002873.5,1974351.737,3964273,21,41505,20752.5,28785.60996,41107,398,0,0,0,0,168,104,1.2464184170000001,0.74785105,0,935,143.5555556,319.4135686,102025.0278,0,0,0,0,1,0,0,0,0,161.5,187,119,0,0,0,0,0,0,5,935,3,357,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
21,6,2/16/2018 10:16,5,1,1,0,0,0,0,0,0,0,0,0,0,0,400000,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,200000,200000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,3457,2,0,0,0,0,0,0,0,0,0,0,0,0,578.5363032,3457,0,3457,3457,3457,3457,0,3457,3457,0,0,0,0,0,0,0,0,0,64,0,578.5363032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
44210,6,2/16/2018 1:46,4206925,5,3,935,313,935,0,187,418.1447118,313,0,104.3333333,180.7106343,296.6537316,1.901626485,600989.2857,1544489.947,4102484,6,4206925,1051731.25,2034417.535,4102490,34,103408,51704,72728.76087,103131,277,0,0,0,0,168,104,1.188516553,0.7131099320000001,0,935,138.6666667,316.0573524,99892.25,0,0,0,0,1,0,0,0,0,156,187,104.3333333,0,0,0,0,0,0,5,935,3,313,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
41424,6,2/16/2018 1:47,4246431,5,3,935,361,935,0,187,418.1447118,361,0,120.3333333,208.4234472,305.1974705,1.883935003,606633,1564925.694,4154885,6,4246431,1061607.75,2062525.759,4154892,25,82951,41475.5,58280.44801,82686,265,0,0,0,0,168,104,1.177459377,0.706475626,0,935,144,319.7502932,102240.25,0,0,0,0,1,0,0,0,0,162,187,120.3333333,0,0,0,0,0,0,5,935,3,361,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,594,2,0,0,0,0,0,0,0,0,0,0,0,0,3367.003367,594,0,594,594,594,594,0,594,594,0,0,0,0,0,0,0,0,0,64,0,3367.003367,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,5199,2,0,0,0,0,0,0,0,0,0,0,0,0,384.6893633,5199,0,5199,5199,5199,5199,0,5199,5199,0,0,0,0,0,0,0,0,0,64,0,384.6893633,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
21,6,2/16/2018 10:47,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
21,6,2/16/2018 10:38,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,30121,2,0,0,0,0,0,0,0,0,0,0,0,0,66.39885794,30121,0,30121,30121,30121,30121,0,30121,30121,0,0,0,0,0,0,0,0,0,64,0,66.39885794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
57106,6,2/16/2018 1:46,4222380,5,3,935,364,935,0,187,418.1447118,364,0,121.3333333,210.155498,307.6463985,1.894666041,603197.1429,1547498.485,4112304,4,4222380,1055595,2038089.997,4112308,31,81704,40852,15883.03252,52083,29621,0,0,0,0,168,104,1.184166276,0.7104997660000001,0,935,144.3333333,320.0062499,102404,0,0,0,0,1,0,0,0,0,162.375,187,121.3333333,0,0,0,0,0,0,5,935,3,364,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,8594,2,0,0,0,0,0,0,0,0,0,0,0,0,232.7205027,8594,0,8594,8594,8594,8594,0,8594,8594,0,0,0,0,0,0,0,0,0,64,0,232.7205027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,1733,2,0,0,0,0,0,0,0,0,0,0,0,0,1154.06809,1733,0,1733,1733,1733,1733,0,1733,1733,0,0,0,0,0,0,0,0,0,64,0,1154.06809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
41328,6,2/16/2018 1:48,4202953,5,3,935,326,935,0,187,418.1447118,326,0,108.6666667,188.2161878,300.0271476,1.903423617,600421.8571,1562990.934,4144834,5,4202953,1050738.25,2062832.447,4144840,26,47085,23542.5,17628.87916,36008,11077,0,0,0,0,168,104,1.18963976,0.713783856,0,935,140.1111111,316.9820359,100477.6111,0,0,0,0,1,0,0,0,0,157.625,187,108.6666667,0,0,0,0,0,0,5,935,3,326,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,8502,2,0,0,0,0,0,0,0,0,0,0,0,0,235.2387673,8502,0,8502,8502,8502,8502,0,8502,8502,0,0,0,0,0,0,0,0,0,64,0,235.2387673,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
60134,6,2/16/2018 1:46,4303550,5,3,935,322,935,0,187,418.1447118,322,0,107.3333333,185.9067867,292.0844419,1.858930418,614792.8571,1581091.443,4199537,5,4303550,1075887.5,2082854.231,4199542,28,93353,46676.5,65661.22859,93106,247,0,0,0,0,168,104,1.161831511,0.697098907,0,935,139.6666667,316.6914903,100293.5,0,0,0,0,1,0,0,0,0,157.125,187,107.3333333,0,0,0,0,0,0,5,935,3,322,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
21,6,2/16/2018 10:22,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest,53:48.2,87.236.232.200
40258,6,2/16/2018 1:47,3955829,5,3,935,335,935,0,187,418.1447118,335,0,111.6666667,193.4123402,321.0452221,2.022332108,565118.4286,1461738.593,3879765,5,3955829,988957.25,1927311.096,3879772,24,48233,24116.5,32835.9176,47335,898,0,0,0,0,168,104,1.263957567,0.75837454,0,935,141.1111111,317.6552551,100904.8611,0,0,0,0,1,0,0,0,0,158.75,187,111.6666667,0,0,0,0,0,0,5,935,3,335,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
54622,6,2/16/2018 1:48,4134645,5,3,935,325,935,0,187,418.1447118,325,0,108.3333333,187.6388375,304.7420032,1.9348698620000002,590663.5714,1535183.726,4071974,7,4134645,1033661.25,2025601.019,4071982,26,32235,16117.5,22415.99207,31968,267,0,0,0,0,168,104,1.209293664,0.7255761980000001,0,935,140,316.9088986,100431.25,0,0,0,0,1,0,0,0,0,157.5,187,108.3333333,0,0,0,0,0,0,5,935,3,325,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,3308,2,0,0,0,0,0,0,0,0,0,0,0,0,604.5949214,3308,0,3308,3308,3308,3308,0,3308,3308,0,0,0,0,0,0,0,0,0,64,0,604.5949214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
58650,6,2/16/2018 1:46,4272591,5,3,935,324,935,0,187,418.1447118,324,0,108,187.0614872,294.6689725,1.8724001430000001,610370.1429,1565545.137,4160223,6,4272591,1068147.75,2061569.229,4160231,26,48104,24052,26708.83734,42938,5166,0,0,0,0,168,104,1.170250089,0.7021500540000001,0,935,139.8888889,316.836095,100385.1111,0,0,0,0,1,0,0,0,0,157.375,187,108,0,0,0,0,0,0,5,935,3,324,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:46,56361,3,0,0,0,0,0,0,0,0,0,0,0,0,53.22829616,28180.5,21670.70152,43504,12857,56361,28180.5,21670.70152,43504,12857,0,0,0,0,0,0,0,0,0,96,0,53.22829616,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
51058,6,2/16/2018 1:48,4343622,4,5,935,333,935,0,233.75,467.5,333,0,66.6,148.9221273,291.9222713,2.072003503,542952.75,1500214.98,4255694,5,4304448,1434816,2442959.857,4255702,22253,87928,21982,16821.20196,41897,798,0,0,0,0,136,168,0.920890446,1.151113057,0,935,126.8,302.6423632,91592.4,0,0,0,0,1,0,0,0,1,140.8888889,233.75,66.6,0,0,0,0,0,0,4,935,5,333,237,225,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,9371,2,0,0,0,0,0,0,0,0,0,0,0,0,213.4243944,9371,0,9371,9371,9371,9371,0,9371,9371,0,0,0,0,0,0,0,0,0,64,0,213.4243944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
39902,6,2/16/2018 1:47,4284222,5,3,935,341,935,0,187,418.1447118,341,0,113.6666667,196.8764418,297.8370402,1.867316866,612031.7143,1589120.078,4215693,6,4284222,1071055.5,2096493.362,4215701,31,36739,18369.5,12054.0493,26893,9846,0,0,0,0,168,104,1.167073041,0.700243825,0,935,141.7777778,318.1189942,101199.6944,0,0,0,0,1,0,0,0,0,159.5,187,113.6666667,0,0,0,0,0,0,5,935,3,341,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,577,2,0,0,0,0,0,0,0,0,0,0,0,0,3466.204506,577,0,577,577,577,577,0,577,577,0,0,0,0,0,0,0,0,0,64,0,3466.204506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
42450,6,2/16/2018 1:46,5289781,5,4,935,362,935,0,187,418.1447118,362,0,90.5,181,245.1897347,1.701393687,661222.625,1473129.401,4198910,3,5289781,1322445.25,2602353.626,5225803,27,1035232,345077.3333,590475.1908,1026890,1078,0,0,0,0,168,144,0.9452187150000001,0.7561749720000001,0,935,129.7,304.9677761,93005.34444,0,0,0,0,1,0,0,0,0,144.1111111,187,90.5,0,0,0,0,0,0,5,935,4,362,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,17989,2,0,0,0,0,0,0,0,0,0,0,0,0,111.1790539,17989,0,17989,17989,17989,17989,0,17989,17989,0,0,0,0,0,0,0,0,0,64,0,111.1790539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:48,47526,2,0,0,0,0,0,0,0,0,0,0,0,0,42.08222867,47526,0,47526,47526,47526,47526,0,47526,47526,0,0,0,0,0,0,0,0,0,64,0,42.08222867,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
80,6,2/16/2018 1:47,21401,2,0,0,0,0,0,0,0,0,0,0,0,0,93.45357694,21401,0,21401,21401,21401,21401,0,21401,21401,0,0,0,0,0,0,0,0,0,64,0,93.45357694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
56254,6,2/16/2018 1:48,4241695,5,3,935,418,935,0,187,418.1447118,418,0,139.3333333,241.3324125,318.9762583,1.886038482,605956.4286,1574759.298,4176917,7,4241695,1060423.75,2077788.79,4176924,23,12091,6045.5,1504.016124,7109,4982,0,0,0,0,168,104,1.178774051,0.707264431,0,935,150.3333333,325.1053675,105693.5,0,0,0,0,1,0,0,0,0,169.125,187,139.3333333,0,0,0,0,0,0,5,935,3,418,219,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
80,6,2/16/2018 1:45,22219,3,4,395,935,395,0,131.6666667,228.0533563,935,0,233.75,467.5,59858.67951,315.0456816,3703.166667,8336.016925,20702,7,1482,741,250.3158005,918,564,22212,7404,11539.51918,20702,25,0,0,0,0,104,136,135.0195778,180.0261038,0,935,166.25,339.9868695,115591.0714,0,0,0,1,0,0,0,0,1,190,131.6666667,233.75,0,0,0,0,0,0,3,395,4,935,26883,219,1,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk,53:48.2,87.236.232.200
35084,6,2/16/2018 1:46,5024270,5,5,935,376,935,0,187,418.1447118,376,0,75.2,168.1523119,260.9334291,1.990338895,558252.2222,1318141.841,3957520,6,5024270,1256067.5,2481316.671,4977957,348,1066705,266676.25,502788.2897,1020431,1221,0,0,0,0,168,176,0.9951694480000001,0.9951694480000001,0,935,119.1818182,293.1473412,85935.36364,0,0,0,0,1,0,0,0,1,131.1,187,75.2,0,0,0,0,0,0,5,935,5,376,219,225,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
50362,6,2/16/2018 1:46,65026292,5,4,935,337,935,0,187,418.1447118,337,0,84.25,168.5,19.56131837,0.13840555400000001,8128286.5,23000000,65000000,6,65000000,16300000,32500000,65000000,26,65000000,21700000,37500000,65000000,253,0,0,0,0,168,136,0.076891975,0.06151358,0,935,127.2,302.9476669,91777.28889,0,0,0,0,1,0,0,0,0,141.3333333,187,84.25,0,0,0,0,0,0,5,935,4,337,219,211,1,32,3897,0,3897,3897,65000000,0,65000000,65000000,Benign,53:48.2,87.236.232.200
53002,6,2/16/2018 1:46,5553142,5,4,935,323,935,0,187,418.1447118,323,0,80.75,161.5,226.5384174,1.6207040990000001,694142.75,1558698.993,4452736,3,5553142,1388285.5,2719954.935,5468052,76,1075202,358400.6667,569486.2439,1015313,4172,0,0,0,0,168,144,0.900391166,0.7203129330000001,0,935,125.8,301.9009403,91144.17778,0,0,0,0,1,0,0,0,0,139.7777778,187,80.75,0,0,0,0,0,0,5,935,4,323,237,211,1,32,0,0,0,0,0,0,0,0,Benign,53:48.2,87.236.232.200
